path,label
/shared/u/xiangruz/classification/experimental/Noble/images/33/33.png,4
/shared/u/xiangruz/classification/experimental/Noble/images/35/72.png,3
/shared/u/xiangruz/classification/experimental/Noble/images/33/15.png,4
/shared/u/xiangruz/classification/experimental/Noble/images/43/246.png,2
/shared/u/xiangruz/classification/experimental/Noble/images/35/264.png,3
/shared/u/xiangruz/classification/experimental/Noble/images/69/3.png,6
/shared/u/xiangruz/classification/experimental/Noble/images/69/123.png,6
/shared/u/xiangruz/classification/experimental/Noble/images/69/21.png,6
/shared/u/xiangruz/classification/experimental/Noble/images/43/183.png,2
/shared/u/xiangruz/classification/experimental/Noble/images/31/189.png,0
/shared/u/xiangruz/classification/experimental/Noble/images/35/252.png,3
/shared/u/xiangruz/classification/experimental/Noble/images/33/220.png,4
/shared/u/xiangruz/classification/experimental/Noble/images/31/104.png,0
/shared/u/xiangruz/classification/experimental/Noble/images/73/379.png,5
/shared/u/xiangruz/classification/experimental/Noble/images/73/127.png,5
/shared/u/xiangruz/classification/experimental/Noble/images/73/393.png,5
/shared/u/xiangruz/classification/experimental/Noble/images/43/390.png,2
/shared/u/xiangruz/classification/experimental/Noble/images/31/373.png,0
/shared/u/xiangruz/classification/experimental/Noble/images/72/328.png,1
/shared/u/xiangruz/classification/experimental/Noble/images/72/354.png,1
/shared/u/xiangruz/classification/experimental/Noble/images/72/96.png,1
