path,label
/shared/u/v_sinuo_liu/class_1_100/SNR005/2ldb/subtomogram_png/tomotarget476.png,7
/shared/u/v_sinuo_liu/class_1_100/SNR005/1f1b/subtomogram_png/tomotarget413.png,5
/shared/u/v_sinuo_liu/class_1_100/SNR005/2h12/subtomogram_png/tomotarget110.png,3
/shared/u/v_sinuo_liu/class_1_100/SNR005/3hhb/subtomogram_png/tomotarget425.png,6
/shared/u/v_sinuo_liu/class_1_100/SNR005/4d4r/subtomogram_png/tomotarget112.png,8
/shared/u/v_sinuo_liu/class_1_100/SNR005/3hhb/subtomogram_png/tomotarget325.png,6
/shared/u/v_sinuo_liu/class_1_100/SNR005/2ldb/subtomogram_png/tomotarget480.png,7
/shared/u/v_sinuo_liu/class_1_100/SNR005/4d4r/subtomogram_png/tomotarget493.png,8
/shared/u/v_sinuo_liu/class_1_100/SNR005/2h12/subtomogram_png/tomotarget491.png,3
/shared/u/v_sinuo_liu/class_1_100/SNR005/2h12/subtomogram_png/tomotarget429.png,3
/shared/u/v_sinuo_liu/class_1_100/SNR005/3gl1/subtomogram_png/tomotarget247.png,4
/shared/u/v_sinuo_liu/class_1_100/SNR005/1f1b/subtomogram_png/tomotarget9.png,5
/shared/u/v_sinuo_liu/class_1_100/SNR005/2h12/subtomogram_png/tomotarget437.png,3
/shared/u/v_sinuo_liu/class_1_100/SNR005/1f1b/subtomogram_png/tomotarget128.png,5
/shared/u/v_sinuo_liu/class_1_100/SNR005/6t3e/subtomogram_png/tomotarget484.png,0
/shared/u/v_sinuo_liu/class_1_100/SNR005/2ldb/subtomogram_png/tomotarget220.png,7
/shared/u/v_sinuo_liu/class_1_100/SNR005/6t3e/subtomogram_png/tomotarget393.png,0
/shared/u/v_sinuo_liu/class_1_100/SNR005/6t3e/subtomogram_png/tomotarget365.png,0
/shared/u/v_sinuo_liu/class_1_100/SNR005/2byu/subtomogram_png/tomotarget37.png,9
/shared/u/v_sinuo_liu/class_1_100/SNR005/1yg6/subtomogram_png/tomotarget479.png,1
